IFDM - Índice Firjan de Desenvolvimento Municipal (NOVO)
Sigla;Código;Município;2019;2020;2021;2022;2023;
SC;4218707;Tubarão;0,767;0,8023;0,8188;0,8094;0,7996;
SC;4218756;Tunápolis;0,6856;0,6814;0,6954;0,7579;0,7286;
SC;4218806;Turvo;0,6984;0,7367;0,7595;0,7716;0,7902;
SC;4218855;União do Oeste;0,6037;0,6497;0,646;0,6887;0,6968;
SC;4218905;Urubici;0,6015;0,624;0,6423;0,6276;0,6897;
SC;4218954;Urupema;0,554;0,6304;0,5095;0,5344;0,6299;
SC;4219002;Urussanga;0,7894;0,7807;0,7803;0,8045;0,7736;
SC;4219101;Vargeão;0,7137;0,716;0,7253;0,7566;0,756;
SC;4219150;Vargem;0,5601;0,568;0,6659;0,59;0,5794;
SC;4219176;Vargem Bonita;0,5751;0,6464;0,6647;0,7142;0,7184;
SC;4219200;Vidal Ramos;0,6585;0,6069;0,6567;0,6667;0,7068;
SC;4219309;Videira;0,8085;0,7985;0,8116;0,8074;0,8266;
SC;4219358;Vitor Meireles;0,6168;0,6041;0,6227;0,6596;0,6518;
SC;4219408;Witmarsum;0,7574;0,7661;0,7185;0,6995;0,7695;
SC;4219507;Xanxerê;0,7624;0,756;0,7697;0,796;0,7869;
SC;4219606;Xavantina;0,5961;0,5885;0,5997;0,6628;0,6466;
SC;4219705;Xaxim;0,7444;0,7522;0,7569;0,7581;0,7669;
SC;4219853;Zortéa;0,5417;0,5985;0,5272;0,5782;0,5918;
SC;4220000;Balneário Rincão;0,5001;0,5547;0,5453;0,5937;0,6219;
SC;4299919;São Miguel;;;;;;
SE;2800100;Amparo de São Francisco;0,4243;0,4638;0,5171;0,5115;0,579;
SE;2800209;Aquidabã;0,3341;0,3886;0,4087;0,4399;0,4652;
SE;2800308;Aracaju;0,6336;0,6427;0,6683;0,6806;0,6906;
SE;2800407;Arauá;0,4253;0,4316;0,4209;0,5009;0,5445;
SE;2800506;Areia Branca;0,3772;0,4052;0,4267;0,421;0,4346;
SE;2800605;Barra dos Coqueiros;0,4606;0,4826;0,4793;0,5338;0,5477;
SE;2800670;Boquim;0,4391;0,4623;0,4908;0,5102;0,556;
SE;2800704;Brejo Grande;0,3804;0,377;0,3722;0,4057;0,4417;
SE;2801009;Campo do Brito;0,4471;0,4284;0,4474;0,5296;0,5727;
SE;2801108;Canhoba;0,388;0,3569;0,3416;0,4402;0,4415;
SE;2801207;Canindé de São Francisco;0,3705;0,4009;0,4606;0,4611;0,5097;
SE;2801306;Capela;0,3972;0,4455;0,4715;0,453;0,5353;
SE;2801405;Carira;0,365;0,367;0,4055;0,4566;0,4743;
SE;2801504;Carmópolis;0,541;0,5236;0,5627;0,6022;0,6024;
SE;2801603;Cedro de São João;0,4674;0,4812;0,5605;0,5138;0,5468;
SE;2801702;Cristinápolis;0,4323;0,4656;0,4444;0,5394;0,5542;
SE;2801900;Cumbe;0,5033;0,4934;0,4808;0,5144;0,5333;
SE;2802007;Divina Pastora;0,4269;0,4359;0,4553;0,5079;0,5169;
SE;2802106;Estância;0,4604;0,4701;0,4742;0,4722;0,5174;
SE;2802205;Feira Nova;0,3019;0,3456;0,3437;0,3756;0,374;
SE;2802304;Frei Paulo;0,4502;0,4248;0,4984;0,5052;0,5437;
SE;2802403;Gararu;0,3266;0,3026;0,3894;0,4083;0,4358;
SE;2802502;General Maynard;0,437;0,4772;0,437;0,581;0,5701;
SE;2802601;Gracho Cardoso;0,3553;0,3908;0,328;0,4487;0,4423;
SE;2802700;Ilha das Flores;0,3423;0,3366;0,3731;0,3923;0,4251;
SE;2802809;Indiaroba;0,3487;0,4093;0,3882;0,4512;0,4383;
SE;2802908;Itabaiana;0,5274;0,5279;0,5343;0,5348;0,5966;
SE;2803005;Itabaianinha;0,433;0,4238;0,4475;0,4833;0,4989;
SE;2803104;Itabi;0,4463;0,3794;0,4161;0,4262;0,476;
SE;2803203;Itaporanga d'Ajuda;0,4474;0,459;0,5085;0,5072;0,5148;
SE;2803302;Japaratuba;0,4619;0,4672;0,506;0,6132;0,6536;
SE;2803401;Japoatã;0,4552;0,4395;0,4685;0,4655;0,5661;
SE;2803500;Lagarto;0,5056;0,5164;0,559;0,5619;0,6081;
SE;2803609;Laranjeiras;0,4621;0,4423;0,5094;0,5856;0,5974;
SE;2803708;Macambira;0,4455;0,4432;0,4588;0,4837;0,5294;
SE;2803807;Malhada dos Bois;0,4543;0,4659;0,4504;0,5121;0,6373;
SE;2803906;Malhador;0,3882;0,4208;0,4119;0,4309;0,4874;
SE;2804003;Maruim;0,3413;0,397;0,4502;0,4924;0,5187;
SE;2804102;Moita Bonita;0,4472;0,4698;0,4907;0,4974;0,4758;
SE;2804201;Monte Alegre de Sergipe;0,3784;0,4074;0,391;0,444;0,4775;
SE;2804300;Muribeca;0,3685;0,3873;0,4112;0,4233;0,4812;
SE;2804409;Neópolis;0,4634;0,4688;0,5033;0,5479;0,5735;
SE;2804458;Nossa Senhora Aparecida;0,4509;0,3922;0,4178;0,4706;0,4687;
SE;2804508;Nossa Senhora da Glória;0,4701;0,4762;0,5054;0,5612;0,5561;
SE;2804607;Nossa Senhora das Dores;0,4927;0,4818;0,5044;0,5364;0,6229;
SE;2804706;Nossa Senhora de Lourdes;0,4066;0,4486;0,404;0,4589;0,4876;
SE;2804805;Nossa Senhora do Socorro;0,417;0,4182;0,4655;0,4909;0,5298;
SE;2804904;Pacatuba;0,3696;0,394;0,403;0,4773;0,5109;
SE;2805000;Pedra Mole;0,3302;0,389;0,4417;0,4455;0,4756;
SE;2805109;Pedrinhas;0,3497;0,3734;0,3979;0,435;0,524;
SE;2805208;Pinhão;0,426;0,4222;0,4442;0,4385;0,4754;
SE;2805307;Pirambu;0,3775;0,3941;0,415;0,442;0,4838;
SE;2805406;Poço Redondo;0,3137;0,3552;0,3677;0,3754;0,431;
SE;2805505;Poço Verde;0,46;0,4614;0,4608;0,5155;0,5508;
SE;2805604;Porto da Folha;0,3304;0,3343;0,3784;0,4446;0,4291;
SE;2805703;Propriá;0,5158;0,5361;0,537;0,5458;0,6144;
SE;2805802;Riachão do Dantas;0,347;0,3529;0,3701;0,386;0,4282;
SE;2805901;Riachuelo;0,3589;0,3862;0,4203;0,4713;0,4935;
SE;2806008;Ribeirópolis;0,4799;0,5256;0,544;0,567;0,5762;
SE;2806107;Rosário do Catete;0,5638;0,5072;0,6173;0,6037;0,6369;
SE;2806206;Salgado;0,3948;0,4126;0,387;0,4286;0,4826;
SE;2806305;Santa Luzia do Itanhy;0,3264;0,3668;0,3637;0,4062;0,4118;
SE;2806404;Santana do São Francisco;0,3529;0,3865;0,3723;0,4984;0,4992;
SE;2806503;Santa Rosa de Lima;0,404;0,3928;0,4743;0,4249;0,5164;
SE;2806602;Santo Amaro das Brotas;0,3259;0,3204;0,3624;0,4947;0,5087;
SE;2806701;São Cristóvão;0,4498;0,4734;0,5026;0,5256;0,5248;
SE;2806800;São Domingos;0,3625;0,4334;0,4427;0,487;0,5697;
SE;2806909;São Francisco;0,4263;0,4777;0,4849;0,509;0,575;
SE;2807006;São Miguel do Aleixo;0,4203;0,4535;0,4816;0,4461;0,5234;
SE;2807105;Simão Dias;0,4802;0,4862;0,487;0,52;0,5744;
SE;2807204;Siriri;0,4362;0,4368;0,4067;0,5183;0,4973;
SE;2807303;Telha;0,4255;0,4709;0,3872;0,4853;0,5063;
SE;2807402;Tobias Barreto;0,3914;0,421;0,4613;0,5225;0,5662;
SE;2807501;Tomar do Geru;0,3972;0,4236;0,4772;0,4486;0,5169;
SE;2807600;Umbaúba;0,3993;0,389;0,4467;0,4906;0,5179;
SP;3500105;Adamantina;0,795;0,8163;0,7891;0,8188;0,8404;
SP;3500204;Adolfo;0,7306;0,7222;0,7545;0,7527;0,7555;
SP;3500303;Aguaí;0,6821;0,6985;0,72;0,7801;0,7567;
SP;3500402;Águas da Prata;0,6852;0,6814;0,7228;0,7591;0,6982;
SP;3500501;Águas de Lindóia;0,7518;0,7869;0,8044;0,8031;0,8106;
SP;3500550;Águas de Santa Bárbara;0,761;0,7648;0,7487;0,7967;0,8341;
SP;3500600;Águas de São Pedro;0,7956;0,8049;0,9096;0,8626;0,8932;
SP;3500709;Agudos;0,7306;0,728;0,7528;0,8008;0,8239;
SP;3500758;Alambari;0,6684;0,673;0,6511;0,7115;0,7545;
SP;3500808;Alfredo Marcondes;0,606;0,7191;0,7162;0,6937;0,7346;
SP;3500907;Altair;0,7181;0,7187;0,7731;0,7531;0,7678;
SP;3501004;Altinópolis;0,7375;0,6988;0,7199;0,7558;0,7763;
SP;3501103;Alto Alegre;0,5602;0,516;0,6019;0,6073;0,704;
SP;3501152;Alumínio;0,6827;0,7131;0,7197;0,7251;0,7389;
SP;3501202;Álvares Florence;0,6792;0,6547;0,6868;0,7412;0,7212;
SP;3501301;Álvares Machado;0,662;0,6417;0,6665;0,6312;0,6581;
SP;3501400;Álvaro de Carvalho;0,6027;0,5817;0,5629;0,5904;0,5838;
SP;3501509;Alvinlândia;0,6354;0,6204;0,587;0,6285;0,6412;
SP;3501608;Americana;0,8411;0,8487;0,8708;0,8631;0,8813;
SP;3501707;Américo Brasiliense;0,7472;0,769;0,7808;0,7992;0,7943;
SP;3501806;Américo de Campos;0,5949;0,6407;0,7087;0,7223;0,76;
SP;3501905;Amparo;0,8007;0,8178;0,8353;0,8349;0,8564;
SP;3502002;Analândia;0,6351;0,7306;0,7988;0,7305;0,8298;
SP;3502101;Andradina;0,7769;0,8038;0,7849;0,7983;0,8314;
SP;3502200;Angatuba;0,7121;0,6801;0,7214;0,7309;0,7221;
SP;3502309;Anhembi;0,6794;0,6704;0,6673;0,6874;0,7142;
SP;3502408;Anhumas;0,6155;0,6659;0,6446;0,5538;0,6365;
SP;3502507;Aparecida;0,7412;0,7222;0,7486;0,7904;0,7889;
SP;3502606;Aparecida d'Oeste;0,6765;0,7255;0,6572;0,7294;0,7575;
SP;3502705;Apiaí;0,6441;0,6764;0,6556;0,7227;0,7389;
SP;3502754;Araçariguama;0,7157;0,6449;0,7039;0,7261;0,741;
SP;3502804;Araçatuba;0,792;0,7901;0,7996;0,8063;0,8314;
SP;3502903;Araçoiaba da Serra;0,7096;0,699;0,7277;0,7635;0,7328;
SP;3503000;Aramina;0,6465;0,6516;0,6748;0,6064;0,6886;
SP;3503109;Arandu;0,6591;0,6677;0,6523;0,6495;0,7561;
SP;3503158;Arapeí;0,5637;0,56;0,5648;0,6068;0,6241;
SP;3503208;Araraquara;0,8322;0,8368;0,8613;0,8591;0,8424;
SP;3503307;Araras;0,8332;0,8456;0,8306;0,8348;0,8534;
SP;3503356;Arco-Íris;0,6209;0,6329;0,6675;0,595;0,621;
SP;3503406;Arealva;0,6859;0,646;0,7222;0,6836;0,7641;
SP;3503505;Areias;0,6243;0,6066;0,597;0,6275;0,6538;
SP;3503604;Areiópolis;0,601;0,6165;0,646;0,6584;0,66;
SP;3503703;Ariranha;0,7732;0,708;0,6903;0,7411;0,7754;
SP;3503802;Artur Nogueira;0,6887;0,7197;0,7303;0,7989;0,7881;
SP;3503901;Arujá;0,7449;0,7343;0,7553;0,7834;0,8038;
SP;3503950;Aspásia;0,6503;0,6546;0,6919;0,6749;0,699;
SP;3504008;Assis;0,7849;0,7757;0,794;0,8122;0,8394;
SP;3504107;Atibaia;0,7832;0,8035;0,8228;0,8487;0,8534;
SP;3504206;Auriflama;0,6379;0,6716;0,6761;0,6817;0,7485;
SP;3504305;Avaí;0,6567;0,6846;0,6688;0,6277;0,7034;
SP;3504404;Avanhandava;0,623;0,6517;0,6702;0,695;0,7449;
SP;3504503;Avaré;0,7508;0,7528;0,7689;0,7743;0,8229;
SP;3504602;Bady Bassitt;0,661;0,6975;0,7122;0,7584;0,746;
SP;3504701;Balbinos;0,6075;0,6586;0,635;0,6177;0,6034;
SP;3504800;Bálsamo;0,6927;0,7264;0,7062;0,753;0,7692;
SP;3504909;Bananal;0,6066;0,6188;0,6291;0,6576;0,6224;
SP;3505005;Barão de Antonina;0,607;0,6211;0,6477;0,7056;0,7217;
SP;3505104;Barbosa;0,6198;0,5795;0,6568;0,6714;0,7161;
SP;3505203;Bariri;0,7344;0,7145;0,7487;0,7848;0,7875;
SP;3505302;Barra Bonita;0,7814;0,7645;0,7488;0,7892;0,8063;
SP;3505351;Barra do Chapéu;0,5816;0,6408;0,644;0,6236;0,6044;
SP;3505401;Barra do Turvo;0,5334;0,5548;0,496;0,5983;0,5469;
SP;3505500;Barretos;0,7795;0,7918;0,8362;0,8222;0,8396;
SP;3505609;Barrinha;0,6117;0,633;0,6709;0,7047;0,7426;
SP;3505708;Barueri;0,8161;0,8304;0,8281;0,8332;0,8441;
SP;3505807;Bastos;0,6947;0,7154;0,7094;0,7497;0,7588;
SP;3505906;Batatais;0,7454;0,7593;0,772;0,7707;0,8077;
SP;3506003;Bauru;0,7908;0,8154;0,8225;0,8277;0,8572;
SP;3506102;Bebedouro;0,8252;0,8253;0,8482;0,8536;0,8634;
SP;3506201;Bento de Abreu;0,6444;0,6906;0,7135;0,713;0,748;
SP;3506300;Bernardino de Campos;0,7495;0,7144;0,7642;0,8077;0,8315;
SP;3506359;Bertioga;0,6547;0,6687;0,6664;0,674;0,685;
SP;3506409;Bilac;0,6967;0,7049;0,7002;0,7218;0,7843;
SP;3506508;Birigui;0,7294;0,7557;0,7663;0,7847;0,8108;
SP;3506607;Biritiba-Mirim;0,5976;0,5969;0,6388;0,6862;0,6749;
SP;3506706;Boa Esperança do Sul;0,633;0,659;0,6886;0,6877;0,7391;
SP;3506805;Bocaina;0,677;0,7001;0,6989;0,662;0,735;
SP;3506904;Bofete;0,6235;0,6478;0,6385;0,6561;0,6729;
SP;3507001;Boituva;0,741;0,7714;0,783;0,8106;0,8033;
SP;3507100;Bom Jesus dos Perdões;0,6987;0,6831;0,746;0,7624;0,7881;
SP;3507159;Bom Sucesso de Itararé;0,6036;0,6479;0,6536;0,6686;0,709;
SP;3507209;Borá;0,6759;0,7236;0,7501;0,7741;0,7965;
SP;3507308;Boracéia;0,7036;0,7507;0,733;0,785;0,7794;
SP;3507407;Borborema;0,6863;0,7157;0,7448;0,677;0,7579;
SP;3507456;Borebi;0,7252;0,6208;0,7648;0,7373;0,7488;
SP;3507506;Botucatu;0,8089;0,8251;0,8336;0,8512;0,8622;
SP;3507605;Bragança Paulista;0,7938;0,8112;0,8333;0,836;0,8578;
SP;3507704;Braúna;0,609;0,5863;0,5897;0,6576;0,631;
SP;3507753;Brejo Alegre;0,6951;0,6483;0,64;0,61;0,685;
SP;3507803;Brodowski;0,6828;0,673;0,6805;0,7351;0,7148;
SP;3507902;Brotas;0,7073;0,7502;0,7735;0,8023;0,7933;
SP;3508009;Buri;0,6467;0,6983;0,7154;0,7151;0,7374;
SP;3508108;Buritama;0,7;0,727;0,7039;0,7413;0,7595;
SP;3508207;Buritizal;0,7147;0,6533;0,674;0,7319;0,8024;
SP;3508306;Cabrália Paulista;0,6796;0,7053;0,6532;0,7571;0,7813;
SP;3508405;Cabreúva;0,7052;0,7228;0,7466;0,7531;0,8024;
SP;3508504;Caçapava;0,7265;0,7399;0,7526;0,7793;0,7742;
SP;3508603;Cachoeira Paulista;0,6335;0,6327;0,6318;0,624;0,6743;
SP;3508702;Caconde;0,5903;0,5897;0,6374;0,6422;0,699;
SP;3508801;Cafelândia;0,6594;0,6199;0,6938;0,6594;0,736;
SP;3508900;Caiabu;0,5591;0,5459;0,573;0,6729;0,6756;
SP;3509007;Caieiras;0,777;0,792;0,78;0,7772;0,8129;
SP;3509106;Caiuá;0,5896;0,5999;0,5459;0,5702;0,5369;
SP;3509205;Cajamar;0,717;0,7527;0,7666;0,7732;0,7769;
SP;3509254;Cajati;0,6791;0,7077;0,7138;0,7409;0,7057;
SP;3509304;Cajobi;0,5801;0,607;0,6754;0,7243;0,7157;
SP;3509403;Cajuru;0,6742;0,6582;0,6866;0,6904;0,7246;
SP;3509452;Campina do Monte Alegre;0,6415;0,6302;0,5956;0,6555;0,6669;
SP;3509502;Campinas;0,8092;0,8158;0,8282;0,8417;0,8529;
SP;3509601;Campo Limpo Paulista;0,6345;0,6657;0,6579;0,6978;0,6989;
SP;3509700;Campos do Jordão;0,7818;0,7963;0,8119;0,8394;0,8148;
SP;3509809;Campos Novos Paulista;0,5553;0,6252;0,7022;0,6698;0,6624;
SP;3509908;Cananéia;0,5269;0,4892;0,5354;0,5499;0,5926;
SP;3509957;Canas;0,6098;0,6281;0,5546;0,5902;0,596;
SP;3510005;Cândido Mota;0,7299;0,7367;0,7583;0,7749;0,7816;
SP;3510104;Cândido Rodrigues;0,7755;0,8264;0,8048;0,7914;0,7995;
SP;3510153;Canitar;0,5679;0,5932;0,5575;0,6296;0,6207;
SP;3510203;Capão Bonito;0,6898;0,6882;0,7069;0,7111;0,7353;
SP;3510302;Capela do Alto;0,6448;0,6458;0,6484;0,6727;0,7261;
SP;3510401;Capivari;0,7437;0,7484;0,7509;0,7331;0,8029;
SP;3510500;Caraguatatuba;0,76;0,7649;0,773;0,7914;0,8095;
SP;3510609;Carapicuíba;0,5957;0,5984;0,6036;0,6269;0,6563;
SP;3510708;Cardoso;0,6056;0,686;0,689;0,6933;0,6985;
SP;3510807;Casa Branca;0,7607;0,7726;0,7735;0,803;0,8237;
SP;3510906;Cássia dos Coqueiros;0,6901;0,6797;0,7351;0,74;0,7288;
SP;3511003;Castilho;0,6557;0,6552;0,628;0,7221;0,6968;
SP;3511102;Catanduva;0,8162;0,8157;0,8082;0,8269;0,8513;
SP;3511201;Catiguá;0,5858;0,6291;0,6444;0,6388;0,6988;
SP;3511300;Cedral;0,7808;0,8082;0,7477;0,7876;0,8326;
SP;3511409;Cerqueira César;0,6939;0,716;0,7159;0,699;0,7819;
SP;3511508;Cerquilho;0,8031;0,8159;0,8296;0,8257;0,8485;
SP;3511607;Cesário Lange;0,639;0,6758;0,7344;0,7435;0,7634;
SP;3511706;Charqueada;0,6783;0,6164;0,7007;0,6866;0,7139;
SP;3511904;Clementina;0,6508;0,6521;0,6644;0,6946;0,6772;
SP;3512001;Colina;0,6795;0,7531;0,7692;0,7671;0,7734;
SP;3512100;Colômbia;0,7414;0,7525;0,7681;0,7936;0,7997;
SP;3512209;Conchal;0,6976;0,7154;0,7095;0,6935;0,6848;
SP;3512308;Conchas;0,7032;0,7051;0,6945;0,7267;0,7341;
SP;3512407;Cordeirópolis;0,791;0,7826;0,7832;0,7601;0,7931;
SP;3512506;Coroados;0,64;0,6391;0,7206;0,7169;0,7558;
SP;3512605;Coronel Macedo;0,6599;0,61;0,7219;0,6633;0,711;
SP;3512704;Corumbataí;0,7805;0,7427;0,796;0,7434;0,7937;
SP;3512803;Cosmópolis;0,6664;0,7088;0,7216;0,7152;0,7197;
SP;3512902;Cosmorama;0,7077;0,721;0,732;0,7301;0,7778;
SP;3513009;Cotia;0,7171;0,7361;0,7502;0,7517;0,7775;
SP;3513108;Cravinhos;0,6819;0,715;0,7369;0,7229;0,7468;
SP;3513207;Cristais Paulista;0,6593;0,6778;0,6946;0,6817;0,7308;
SP;3513306;Cruzália;0,6986;0,6811;0,6682;0,7466;0,7549;
SP;3513405;Cruzeiro;0,6713;0,6706;0,6748;0,6944;0,7116;
SP;3513504;Cubatão;0,6697;0,675;0,7007;0,6993;0,7369;
SP;3513603;Cunha;0,5395;0,5571;0,5082;0,6359;0,6383;
SP;3513702;Descalvado;0,7766;0,7827;0,7981;0,7803;0,8181;
SP;3513801;Diadema;0,7268;0,739;0,7492;0,7675;0,8015;
SP;3513850;Dirce Reis;0,7044;0,7017;0,7417;0,6865;0,7657;
SP;3513900;Divinolândia;0,7094;0,7273;0,7266;0,7669;0,7442;
SP;3514007;Dobrada;0,6659;0,6604;0,6458;0,6628;0,6217;
SP;3514106;Dois Córregos;0,6535;0,6618;0,6779;0,7266;0,6787;
SP;3514205;Dolcinópolis;0,6677;0,6839;0,6803;0,7142;0,657;
SP;3514304;Dourado;0,6805;0,687;0,715;0,7659;0,779;
SP;3514403;Dracena;0,7862;0,7959;0,7877;0,8143;0,8551;
SP;3514502;Duartina;0,6654;0,6992;0,7027;0,7152;0,7457;
SP;3514601;Dumont;0,7058;0,7641;0,762;0,8196;0,8294;
SP;3514700;Echaporã;0,6385;0,6558;0,6747;0,6991;0,6907;
SP;3514809;Eldorado;0,5777;0,5459;0,6177;0,6528;0,6216;
SP;3514908;Elias Fausto;0,7248;0,7514;0,7189;0,6962;0,7558;
SP;3514924;Elisiário;0,6302;0,6875;0,6891;0,7254;0,7002;
SP;3514957;Embaúba;0,6825;0,6541;0,6633;0,7172;0,7403;
SP;3515004;Embu;0,63;0,6559;0,6634;0,6997;0,7218;
SP;3515103;Embu-Guaçu;0,6106;0,6236;0,6215;0,6427;0,687;
SP;3515129;Emilianópolis;0,5807;0,5737;0,6335;0,6095;0,6159;
SP;3515152;Engenheiro Coelho;0,7423;0,7028;0,7304;0,736;0,754;
SP;3515186;Espírito Santo do Pinhal;0,7565;0,8153;0,7815;0,816;0,8101;
SP;3515194;Espírito Santo do Turvo;0,6391;0,675;0,6976;0,7351;0,7836;
SP;3515202;Estrela d'Oeste;0,652;0,742;0,7579;0,7709;0,79;
SP;3515301;Estrela do Norte;0,6424;0,6653;0,6517;0,6514;0,678;
SP;3515350;Euclides da Cunha Paulista;0,5817;0,5874;0,5985;0,6234;0,6263;
SP;3515400;Fartura;0,7652;0,7625;0,7478;0,7641;0,7771;
SP;3515509;Fernandópolis;0,8023;0,8005;0,8004;0,8444;0,8533;
SP;3515608;Fernando Prestes;0,7815;0,7593;0,8059;0,8335;0,802;
SP;3515657;Fernão;0,7315;0,7264;0,7104;0,7506;0,7475;
SP;3515707;Ferraz de Vasconcelos;0,5921;0,5913;0,6026;0,6062;0,6761;
SP;3515806;Flora Rica;0,6011;0,5958;0,6174;0,6183;0,5959;
SP;3515905;Floreal;0,6691;0,7046;0,7037;0,6874;0,6928;
SP;3516002;Flórida Paulista;0,5784;0,5408;0,5682;0,6548;0,6799;
SP;3516101;Florínia;0,6227;0,6546;0,66;0,6597;0,7726;
SP;3516200;Franca;0,7301;0,7383;0,7549;0,788;0,8039;
SP;3516309;Francisco Morato;0,5788;0,5888;0,5892;0,5822;0,611;
SP;3516408;Franco da Rocha;0,6512;0,6917;0,698;0,7275;0,7379;
SP;3516507;Gabriel Monteiro;0,7892;0,7725;0,7946;0,7576;0,7519;
SP;3516606;Gália;0,6456;0,716;0,6502;0,6961;0,7853;
SP;3516705;Garça;0,6978;0,7192;0,7679;0,744;0,7642;
SP;3516804;Gastão Vidigal;0,6092;0,654;0,6353;0,6124;0,6683;
SP;3516853;Gavião Peixoto;0,7647;0,767;0,7299;0,8336;0,8067;
SP;3516903;General Salgado;0,6253;0,5976;0,6497;0,7261;0,6087;
SP;3517000;Getulina;0,5903;0,563;0,5607;0,6364;0,6531;
SP;3517109;Glicério;0,7116;0,6151;0,7411;0,6859;0,7509;
SP;3517208;Guaiçara;0,6288;0,6493;0,6532;0,6733;0,6807;
SP;3517307;Guaimbê;0,5933;0,5727;0,5641;0,557;0,66;
SP;3517406;Guaíra;0,6998;0,7297;0,7547;0,7596;0,7401;
SP;3517505;Guapiaçu;0,7207;0,7208;0,7128;0,7289;0,747;
SP;3517604;Guapiara;0,5484;0,5489;0,5679;0,624;0,6388;
SP;3517703;Guará;0,6571;0,6485;0,6858;0,7286;0,7307;
SP;3517802;Guaraçaí;0,6552;0,6065;0,6317;0,6447;0,6773;
SP;3517901;Guaraci;0,6778;0,7232;0,7218;0,7508;0,7421;
SP;3518008;Guarani d'Oeste;0,711;0,7383;0,7385;0,7804;0,7947;
SP;3518107;Guarantã;0,5575;0,5577;0,6255;0,6172;0,6773;
SP;3518206;Guararapes;0,7148;0,7182;0,6903;0,7433;0,7574;
SP;3518305;Guararema;0,7652;0,779;0,7597;0,8286;0,8442;
SP;3518404;Guaratinguetá;0,7216;0,7301;0,7432;0,7692;0,777;
SP;3518503;Guareí;0,6377;0,681;0,6567;0,7279;0,7474;
SP;3518602;Guariba;0,693;0,6914;0,7082;0,7057;0,7757;
SP;3518701;Guarujá;0,6077;0,6475;0,6407;0,6716;0,7182;
SP;3518800;Guarulhos;0,7197;0,7341;0,7392;0,7576;0,7738;
SP;3518859;Guatapará;0,6501;0,7254;0,7166;0,7128;0,7185;
SP;3518909;Guzolândia;0,6135;0,5508;0,6949;0,6082;0,6155;
SP;3519006;Herculândia;0,5209;0,5634;0,6161;0,6332;0,5519;
SP;3519055;Holambra;0,7876;0,7963;0,8105;0,8254;0,8143;
SP;3519071;Hortolândia;0,7243;0,7461;0,7514;0,7614;0,7835;
SP;3519105;Iacanga;0,7276;0,7251;0,7247;0,7227;0,718;
SP;3519204;Iacri;0,6111;0,6589;0,6735;0,6235;0,6365;
SP;3519253;Iaras;0,6317;0,6029;0,6424;0,6817;0,6727;
SP;3519303;Ibaté;0,6954;0,7125;0,7646;0,7569;0,7721;
SP;3519402;Ibirá;0,5927;0,7022;0,7038;0,7302;0,7006;
SP;3519501;Ibirarema;0,6779;0,6463;0,7203;0,7517;0,7214;
SP;3519600;Ibitinga;0,7168;0,756;0,7385;0,786;0,7785;
SP;3519709;Ibiúna;0,605;0,6119;0,6584;0,6639;0,6966;
SP;3519808;Icém;0,5481;0,5987;0,7045;0,7345;0,7299;
SP;3519907;Iepê;0,6551;0,6547;0,649;0,64;0,6507;
SP;3520004;Igaraçu do Tietê;0,6153;0,5862;0,5974;0,5984;0,6217;
SP;3520103;Igarapava;0,6555;0,7069;0,7145;0,7459;0,746;
SP;3520202;Igaratá;0,6066;0,6179;0,6297;0,6992;0,6803;
SP;3520301;Iguape;0,6026;0,6111;0,6092;0,681;0,6972;
SP;3520400;Ilhabela;0,741;0,7687;0,7514;0,8108;0,8019;
SP;3520426;Ilha Comprida;0,6126;0,6278;0,6421;0,6437;0,6277;
SP;3520442;Ilha Solteira;0,7259;0,7751;0,7729;0,7535;0,7751;
SP;3520509;Indaiatuba;0,8111;0,8274;0,8435;0,8576;0,8723;
SP;3520608;Indiana;0,6293;0,6118;0,6031;0,6676;0,6157;
SP;3520707;Indiaporã;0,66;0,6944;0,6626;0,7079;0,7048;
SP;3520806;Inúbia Paulista;0,7008;0,6452;0,7247;0,7684;0,7772;
SP;3520905;Ipaussu;0,6376;0,6782;0,6807;0,6551;0,7188;
SP;3521002;Iperó;0,5889;0,6491;0,6916;0,695;0,723;
SP;3521101;Ipeúna;0,7404;0,7734;0,7932;0,8363;0,8059;
SP;3521150;Ipiguá;0,6804;0,642;0,7311;0,7571;0,7484;
SP;3521200;Iporanga;0,5237;0,5504;0,5979;0,592;0,6288;
SP;3521309;Ipuã;0,6895;0,7117;0,6862;0,7336;0,7119;
SP;3521408;Iracemápolis;0,6913;0,759;0,7705;0,7601;0,8141;
SP;3521507;Irapuã;0,6719;0,6244;0,6407;0,6898;0,731;
SP;3521606;Irapuru;0,4693;0,5517;0,5938;0,6505;0,6414;
SP;3521705;Itaberá;0,6286;0,6569;0,7352;0,7146;0,7512;
SP;3521804;Itaí;0,6622;0,6426;0,6527;0,7212;0,7083;
SP;3521903;Itajobi;0,6667;0,6661;0,7167;0,7192;0,7662;
SP;3522000;Itaju;0,6698;0,6495;0,6575;0,6643;0,7058;
SP;3522109;Itanhaém;0,6412;0,6612;0,6631;0,6634;0,6761;
SP;3522158;Itaóca;0,5869;0,6088;0,5403;0,6295;0,5844;
SP;3522208;Itapecerica da Serra;0,6317;0,6324;0,6642;0,6875;0,7224;
SP;3522307;Itapetininga;0,7349;0,7555;0,7803;0,7896;0,8306;
SP;3522406;Itapeva;0,7353;0,755;0,7537;0,7533;0,7703;
